id;node1id;node2id;length;distance;curveness;volume;avgCrossSection;minRadiusAvg;minRadiusStd;avgRadiusAvg;avgRadiusStd;maxRadiusAvg;maxRadiusStd;roundnessAvg;roundnessStd;node1_degree;node2_degree;num_voxels;hasNodeAtSampleBorder
1828;1796;1816;19.4838;18.1659;1.07255;353;18.1176;2.00203;0.790664;2.74043;0.808167;3.48452;1.02279;0.579803;0.124472;3;4;15;0
1829;1796;1835;26.6361;26.2911;1.01312;245;9.19803;1.52467;0.171464;1.95068;0.0779577;2.38867;0.242015;0.644594;0.0966802;3;3;18;0
1830;1797;1840;26.253;25.0044;1.04993;376;14.3222;1.6746;0.151482;2.31589;0.0918379;2.86994;0.189729;0.585652;0.0628682;3;3;18;0
1831;1799;1907;34.3128;33.3448;1.02903;2014;58.6953;3.90381;0.327349;4.59338;0.151716;5.23582;0.237615;0.748009;0.0800701;3;3;31;0
1832;1800;1887;59.1862;56.1605;1.05388;1129;19.0754;2.01707;0.242643;2.6371;0.314061;3.3047;0.785087;0.630104;0.1081;3;3;47;0
1833;1801;1822;8.39215;8.24621;1.0177;105;12.5117;1.59937;0.221819;2.32462;0.0688008;2.88244;0.178293;0.559305;0.0976576;3;3;5;0
1834;1803;1817;10.5875;9.0;1.17639;88;8.31169;1.24808;0.118754;1.88468;0.219688;2.46696;0.469476;0.519113;0.0868041;3;3;8;0
1835;1804;1836;13.9984;13.4164;1.04338;185;13.2158;1.73232;0.144369;2.30561;0.0608176;2.84552;0.113938;0.609815;0.0561638;3;3;10;0
1836;1805;1922;41.0382;40.3691;1.01657;3701;90.1844;4.92436;0.160417;5.63934;0.112629;6.30841;0.143064;0.781149;0.0344446;3;3;36;0
1837;1806;1857;18.2379;16.8226;1.08413;262;14.3657;1.83899;0.0949562;2.31691;0.0762249;2.75438;0.119629;0.669262;0.0492362;3;3;14;0
1838;1807;1875;26.8349;26.3249;1.01938;399;14.8687;1.8103;0.107164;2.37194;0.0912474;2.90658;0.238986;0.626421;0.0593805;3;3;18;0
1839;1808;1863;41.6147;41.2755;1.00822;618;14.8505;1.85207;0.11095;2.32723;0.0778307;2.78991;0.14024;0.66534;0.0493806;3;3;33;0
1840;1809;1864;25.6628;23.1733;1.10743;362;14.106;1.69917;0.191544;2.34099;0.14195;2.90439;0.273089;0.587681;0.0667294;3;3;21;0
1841;1810;1847;25.3922;24.8663;1.02115;532;20.9513;2.41423;0.228862;2.87712;0.118814;3.37341;0.237724;0.717525;0.0705004;3;3;16;0
1842;1811;1850;13.3106;13.0384;1.02087;187;14.049;1.63961;0.138247;2.3064;0.0672368;2.82001;0.122189;0.582816;0.058168;3;3;11;0
1843;1812;1819;2.82843;2.82843;1.0;26;9.19239;1.91421;0.0;2.43081;0.0;2.94949;0.0;0.648998;0.0;3;3;1;0
1844;1812;1871;23.8424;23.622;1.00933;523;21.9357;2.39042;0.161711;2.87319;0.0386124;3.37197;0.176981;0.711942;0.0708281;3;3;16;0
1845;1813;1891;32.9663;32.3883;1.01785;738;22.3865;2.25462;0.232676;2.85863;0.120702;3.5049;0.217362;0.64478;0.0677611;3;3;23;0
1846;1814;1819;14.9435;14.5258;1.02875;128;8.56559;1.24081;0.242645;1.93863;0.174241;2.69501;0.723155;0.485652;0.135389;3;3;10;0
1847;1815;1877;21.4926;21.1896;1.0143;185;8.60761;1.44925;0.155715;1.85377;0.0806546;2.20473;0.0671354;0.657799;0.071299;3;3;17;0
1848;1816;1882;30.3829;30.0481;1.01114;1878;61.8112;3.89594;0.209987;4.77625;0.091717;5.49548;0.147364;0.709707;0.0468435;4;3;20;0
1849;1816;1847;30.5561;30.0037;1.01841;1160;37.963;3.08802;0.291596;3.74749;0.204571;4.42195;0.292354;0.700879;0.0759603;4;3;26;0
1850;1817;1848;15.4402;15.3623;1.00507;219;14.1838;1.84506;0.0823784;2.39946;0.0618788;2.91384;0.130914;0.634194;0.0354516;3;3;9;0
1851;1817;1828;17.425;17.0294;1.02323;154;8.83788;1.34512;0.248993;1.86006;0.157674;2.29678;0.273091;0.593014;0.125401;3;3;14;0
1852;1818;1842;11.4007;11.1455;1.02289;101;8.85914;1.53936;0.0425563;1.9071;0.0852289;2.43637;0.248425;0.638584;0.0684948;3;3;8;0
1853;1818;1829;22.6318;20.2155;1.11953;297;13.1231;1.63047;0.152008;2.21847;0.16182;2.76514;0.17469;0.590248;0.0472425;3;3;17;0
1854;1820;1835;11.8601;11.5326;1.0284;390;32.8834;2.41426;1.78782;4.03249;1.94556;5.94648;2.95213;0.412169;0.237765;3;3;9;0
1855;1820;1869;15.8466;15.2643;1.03814;1818;114.725;5.60722;0.0840532;6.81941;1.20318;8.28582;2.49627;0.725649;0.164452;3;3;13;0
1856;1821;1906;51.4881;48.5409;1.06072;451;8.7593;1.36335;0.218267;1.83517;0.166199;2.39281;0.417669;0.583948;0.128955;3;3;43;0
1857;1822;1887;25.3128;24.6577;1.02657;364;14.3801;1.78998;0.121695;2.33807;0.0818266;2.80873;0.140355;0.638422;0.0482702;3;3;19;0
1858;1823;1849;70.6456;65.403;1.08016;1338;18.9396;1.91396;0.226223;2.60266;0.52101;3.2661;1.06657;0.61134;0.0963787;3;3;61;0
1859;1823;1875;30.9765;30.3955;1.01911;941;30.3779;2.61686;0.153259;3.29747;0.164259;3.8813;0.371616;0.680936;0.0794211;3;3;25;0
1860;1825;1845;11.8449;11.5758;1.02325;575;48.5439;3.45266;0.172159;4.28712;0.0733808;5.01013;0.132749;0.690004;0.0453369;3;3;9;0
1861;1825;1830;10.6162;10.3387;1.02684;206;19.4043;2.25488;0.250762;2.86873;0.315589;3.47644;0.634863;0.661691;0.095095;3;3;8;0
1862;1826;1846;31.7046;30.9785;1.02344;432;13.6258;1.70713;0.148172;2.23736;0.0806198;2.68283;0.0775892;0.637079;0.0600443;3;3;27;0
1863;1826;1856;25.0122;24.5809;1.01754;221;8.83569;1.40666;0.198771;1.85735;0.0892753;2.25575;0.11962;0.62585;0.0978261;3;3;20;0
1864;1827;1853;12.988;12.7802;1.01626;113;8.70033;1.43793;0.0996525;1.9207;0.0727643;2.37897;0.26958;0.611683;0.0769951;3;3;8;0
1865;1827;1845;9.61628;9.05539;1.06194;128;13.3108;1.41726;0.749684;2.72893;0.765175;4.2225;1.00235;0.334925;0.134706;3;3;5;0
1866;1829;1832;7.44594;6.94422;1.07225;97;13.0272;1.60451;0.0803945;2.30323;0.0594037;2.8532;0.217153;0.566415;0.0605271;3;3;5;0
1867;1830;1844;24.8802;24.2327;1.02672;343;13.7861;1.57806;0.088628;2.22146;0.0940117;2.76756;0.1563;0.571577;0.0400231;3;3;22;0
1868;1831;1886;24.2732;23.8537;1.01759;523;21.5464;2.13039;0.265008;2.82232;0.138892;3.43679;0.199925;0.621371;0.0817569;3;3;17;0
1869;1832;1837;8.62127;7.68115;1.12239;146;16.9349;2.42468;0.117083;2.80203;0.0805067;3.28621;0.132777;0.739691;0.0554842;3;3;6;0
1870;1832;1913;34.0004;29.0861;1.16896;515;15.1469;1.85735;0.122412;2.40694;0.0927906;2.93833;0.196869;0.635781;0.0680799;3;3;23;0
1871;1833;1935;37.5011;37.2544;1.00662;1118;29.8124;2.60594;0.15683;3.26532;0.0844087;3.89628;0.142473;0.670093;0.0522869;3;3;31;0
1872;1834;1868;16.7223;16.4722;1.01518;252;15.0697;1.93386;0.0962428;2.4138;0.0828756;2.908;0.208054;0.667234;0.0423457;3;3;11;0
1873;1835;1869;18.3524;16.0624;1.14257;442;24.0841;1.89643;0.913317;3.08646;1.18996;4.84689;1.81189;0.439762;0.196775;3;3;13;0
1874;1836;1893;25.1435;24.7184;1.0172;362;14.3974;1.82698;0.134121;2.34271;0.0746687;2.7455;0.119815;0.666272;0.0509727;3;3;18;0
1875;1837;1867;23.0004;18.8149;1.22246;512;22.2605;2.26739;0.154139;2.80829;0.113066;3.34036;0.245056;0.684495;0.0867142;3;3;19;0
1876;1838;1933;63.7917;62.9806;1.01288;3371;52.8439;3.46347;0.195253;4.2777;0.185359;5.02512;0.241895;0.690372;0.0451092;3;3;50;0
1877;1838;1919;28.8474;28.4371;1.01443;1777;61.6;4.00408;0.163159;4.73835;0.140785;5.4442;0.184433;0.736187;0.0368962;3;3;23;0
1878;1839;2014;65.266;63.9453;1.02065;5138;78.724;4.57016;0.103185;5.18382;0.0596321;5.76791;0.0889329;0.792553;0.0224364;3;3;57;0
1879;1839;1846;15.4413;15.0886;1.02338;321;20.7883;1.89415;0.732685;2.69223;0.850617;3.38805;1.1527;0.568701;0.111991;3;3;13;0
1880;1840;1916;39.554;36.4554;1.085;496;12.5398;1.42067;0.377234;2.34759;1.00089;3.40491;2.14347;0.506627;0.172867;3;3;30;0
1881;1841;1859;12.7001;11.7473;1.0811;101;7.95271;1.49985;0.0382671;1.77962;0.105488;2.1688;0.302116;0.703351;0.0859682;3;3;10;0
1882;1841;1866;12.6269;11.9164;1.05963;173;13.7009;1.80668;0.101832;2.34858;0.0924488;2.82621;0.158902;0.640902;0.045982;3;3;8;0
1883;1842;1870;18.6;18.1659;1.02389;166;8.92475;1.39657;0.219656;1.9035;0.0415852;2.37734;0.104925;0.590832;0.106605;3;3;15;0
1884;1843;2169;136.247;125.515;1.0855;12352;90.659;4.71116;0.248345;5.787;3.63059;6.93609;6.8853;0.768912;0.107679;3;3;114;0
1885;1843;1871;28.2022;27.8209;1.01371;942;33.4017;2.90893;0.55995;3.52987;0.645372;4.18122;0.860947;0.701775;0.0675927;3;3;22;0
1886;1844;1895;20.9493;20.5643;1.01872;301;14.3681;1.70832;0.137494;2.33467;0.0505365;2.84901;0.0742793;0.600236;0.0525558;3;3;15;0
1887;1845;1898;35.8191;35.5668;1.00709;1781;49.7221;3.47855;0.207385;4.23148;0.0886722;4.94722;0.109395;0.703651;0.0468612;3;3;28;0
1888;1847;1886;29.4067;29.109;1.01023;1156;39.3108;3.17394;0.223658;3.72565;0.112333;4.26877;0.185867;0.744958;0.0623565;3;3;24;0
1889;1848;1879;17.3951;17.0294;1.02147;266;15.2917;1.67203;0.173416;2.36663;0.172814;2.91634;0.271945;0.577928;0.0781481;3;3;14;0
1890;1850;1904;19.812;19.0788;1.03843;269;13.5776;1.64925;0.13389;2.28295;0.14376;2.85523;0.221194;0.579362;0.0486653;3;3;17;0
1891;1851;1854;4.22162;4.17332;1.01157;88;20.8451;2.39306;0.0;4.1532;0.0;5.87745;0.0;0.40716;0.0;3;3;1;0
1892;1851;1855;9.52909;8.96289;1.06317;96;10.0744;1.49277;0.0632094;2.29891;0.563067;3.77853;1.59792;0.478853;0.201573;3;3;6;0
1893;1852;1903;28.3211;26.6458;1.06287;251;8.86264;1.51074;0.141891;1.90177;0.0584325;2.2922;0.118144;0.65964;0.0594593;3;3;19;0
1894;1854;1876;9.291195;5.54527;1.675515;551;69.3741;8.80404;0.6597461490688167;8.80404;0.6597461490688167;8.80404;0.6597461490688167;1.0758038383751032;0.2083560563658135;3;2;13;0
1895;1855;1860;32.0907;31.273;1.02615;256;7.97738;1.22849;0.322387;1.71936;0.103258;2.18047;0.306575;0.58705;0.200966;3;3;30;0
1896;1857;1881;16.3655;15.7797;1.03712;241;14.7261;1.94873;0.279986;2.46629;0.306008;2.93082;0.378545;0.66844;0.0726949;3;3;11;0
1897;1858;1870;26.0949;25.02;1.04296;224;8.58405;1.37583;0.198175;1.88365;0.0677157;2.26987;0.180815;0.613622;0.11429;3;3;18;0
1898;1859;1878;12.3704;11.4455;1.08081;103;8.32632;1.38283;0.143266;1.86888;0.0859774;2.34621;0.128129;0.59149;0.0734424;3;3;9;0
1899;1859;1889;26.6969;26.0384;1.02529;227;8.50285;1.43871;0.160258;1.87609;0.0500523;2.26663;0.150771;0.639313;0.0941297;3;3;19;0
1900;1860;1906;17.1145;16.7099;1.02421;230;13.4389;1.70933;0.156039;2.28344;0.0955456;2.75729;0.1025;0.620389;0.0579335;3;3;14;0
1901;1861;1872;6.9344;5.24405;1.3223349999999998;91;13.26233;3.9794;0.29820458394896787;3.9794;0.29820458394896787;3.9794;0.29820458394896787;0.6988448877163456;0.13534866729360887;3;4;6;0
1902;1861;1863;18.1319;17.3997;1.04208;144;7.94182;1.16319;0.230189;1.80528;0.0947651;2.36087;0.218184;0.499059;0.120274;3;3;13;0
1903;1864;1881;38.1619;37.6829;1.01271;1086;28.4577;2.56823;0.123022;3.19725;0.0767136;3.81964;0.135486;0.673052;0.0369516;3;3;29;0
1904;1864;1868;23.0382;20.9045;1.10206;476;20.6614;2.11559;0.339994;2.75878;0.116454;3.39005;0.210735;0.629755;0.124154;3;3;19;0
1905;1865;1892;13.2356;12.7279;1.03989;110;8.31091;1.28023;0.210636;1.83574;0.0921637;2.37281;0.182253;0.540702;0.0854823;3;3;10;0
1906;1866;1926;23.6573;22.156;1.06776;325;13.7378;1.6375;0.157389;2.22396;0.160285;2.78905;0.193064;0.586944;0.0356567;3;3;19;0
1907;1867;1910;22.5327;21.9368;1.02716;498;22.1013;2.21433;0.238234;2.86857;0.0519323;3.48458;0.145936;0.637138;0.0764118;3;3;15;0
1908;1868;1915;21.4345;21.2525;1.00857;312;14.556;1.78654;0.15774;2.37221;0.066108;2.84599;0.0985795;0.628664;0.0608184;3;3;14;0
1909;1869;1884;7.92656;7.48331;1.05923;614;77.4611;5.61197;0.1624;6.21757;0.0834507;6.88918;0.192335;0.815755;0.0437798;3;1;5;0
1910;1871;1918;22.4938;21.9317;1.02563;321;14.2706;1.76721;0.112556;2.37664;0.0888515;2.96769;0.170318;0.597492;0.0521589;3;3;15;0
1911;1872;1908;21.2211;20.1391;1.05373;178;8.38788;1.28551;0.0832226;1.95904;0.106879;2.67564;0.186529;0.484187;0.060651;4;3;13;0
1912;1873;1947;38.5092;37.8682;1.01693;571;14.8276;1.70367;0.16733;2.33806;0.0482213;2.85431;0.108005;0.598688;0.0714955;3;3;29;0
1913;1873;1882;29.8882;29.3428;1.01859;458;15.3238;1.62615;0.166842;2.36184;0.317658;3.00798;0.636947;0.552089;0.0737417;3;3;22;0
1914;1874;1911;46.2338;39.2683;1.17738;406;8.78145;1.34411;0.210985;1.85378;0.263001;2.40634;0.850244;0.596839;0.148912;3;3;40;0
1915;1875;1885;10.7929;10.2956;1.0483;404;37.4321;3.0863;0.203773;3.77391;0.091508;4.46731;0.262692;0.69329;0.0594849;3;3;8;0
1916;1876;1940;24.9976;24.0416;1.03976;1746;69.8468;4.14369;0.22501;5.04404;0.228076;5.87363;0.233325;0.706116;0.0396968;2;3;23;0
1917;1877;1883;23.1874;19.8494;1.16817;204;8.79787;1.39902;0.122646;1.85009;0.0721417;2.21495;0.128454;0.634197;0.0700972;3;3;18;0
1918;1879;1909;23.403;22.3159;1.04871;193;8.24682;1.37285;0.142147;1.83875;0.074155;2.30076;0.140052;0.599773;0.0793716;3;3;19;0
1919;1879;1880;10.5909;10.3441;1.02386;269;25.3991;2.18225;0.735943;3.14866;0.97729;4.20863;1.2962;0.526356;0.0921823;3;3;8;0
1920;1880;1916;12.3841;12.0416;1.02844;702;56.6858;3.93364;0.402295;4.70474;0.222417;5.48993;0.347078;0.719834;0.0889109;3;3;11;0
1921;1881;1925;27.3901;26.1916;1.04576;780;28.4775;2.74288;0.173836;3.27472;0.108386;3.8401;0.188959;0.716359;0.0598479;3;3;20;0
1922;1882;1945;26.6871;26.1677;1.01985;1656;62.0524;4.09633;0.212525;4.7325;0.108533;5.31842;0.185183;0.770616;0.0377601;3;4;22;0
1923;1883;1903;26.9886;25.4165;1.06185;235;8.70738;1.332;0.203201;1.8752;0.0896885;2.40071;0.222168;0.557439;0.0866535;3;3;21;0
1924;1885;1898;15.524;15.1658;1.02362;540;34.7849;2.99138;0.246875;3.69646;0.134279;4.37996;0.217222;0.685726;0.0766021;3;3;12;0
1925;1886;1912;40.439;38.4318;1.05223;1204;29.7732;2.42515;0.530503;3.24111;0.251775;3.94472;0.54647;0.630874;0.165984;3;3;36;0
1926;1887;1936;20.8802;20.3879;1.02415;437;20.9289;2.24065;0.220778;2.8051;0.103948;3.39606;0.219524;0.664202;0.0908569;3;3;16;0
1927;1888;1895;19.4701;18.4089;1.05764;171;8.78271;1.18584;0.279879;1.91348;0.0971549;2.51874;0.269769;0.481228;0.138193;3;3;13;0
1928;1891;1894;10.5557;10.2144;1.03342;145;13.7366;1.73703;0.123123;2.32706;0.130609;2.81068;0.319369;0.62787;0.0958988;3;2;8;0
1929;1892;1931;16.243;16.1245;1.00735;233;14.3446;1.76346;0.153905;2.36603;0.0314943;2.89895;0.155405;0.611076;0.0726464;3;3;11;0
1930;1893;1901;9.89083;9.64365;1.02563;91;9.20045;1.37325;0.2197;1.92474;0.171356;2.51151;0.322416;0.552538;0.0998084;3;3;7;0
1931;1893;1912;10.8391;9.8995;1.09491;180;16.6066;1.56502;0.261489;2.61107;0.410989;3.55619;1.05466;0.489222;0.17846;3;3;8;0
1932;1894;1907;6.568379999999999;5.60134;1.1726450000000002;198;30.3493;5.87543;0.44028846453603093;5.87543;0.44028846453603093;5.87543;0.44028846453603093;0.8469855736986207;0.1640398187057228;2;3;7;0
1933;1896;1960;41.6504;40.4873;1.02873;1267;30.4199;2.70354;0.222546;3.32909;0.106493;3.95268;0.219527;0.687712;0.0824505;3;3;26;0
1934;1896;1902;106.37;99.0505;1.0739;871;8.18837;1.20143;0.390701;1.73948;0.179761;2.20873;0.369969;0.569101;0.213895;3;3;98;0
1935;1896;1925;39.7886;38.704;1.02802;1152;28.953;2.65393;0.122289;3.18305;0.0948342;3.72417;0.127332;0.713375;0.0395481;3;3;35;0
1936;1897;1905;14.2687;13.8042;1.03365;113;7.91944;1.23671;0.149955;1.77798;0.091105;2.29475;0.267124;0.549485;0.108733;3;3;11;0
1937;1898;1993;33.952;33.38;1.01714;1031;30.3664;2.55294;0.185633;3.26989;0.171159;3.99761;0.205259;0.639407;0.0432294;3;3;30;0
1938;1899;1930;33.9399;33.3167;1.01871;299;8.80969;1.31954;0.202733;1.85005;0.114066;2.29454;0.180418;0.577715;0.0972362;3;3;28;0
1939;1899;1937;24.9047;24.0763;1.03441;359;14.4149;1.75954;0.137402;2.33427;0.096488;2.84839;0.188559;0.619339;0.0516816;3;3;19;0
1940;1900;1923;20.8034;19.1456;1.08659;205;9.85417;1.43439;0.192376;1.98075;0.270043;2.63871;0.681025;0.568225;0.129695;3;3;15;0
1941;1903;1943;20.1504;19.9499;1.01005;296;14.6896;1.83988;0.0819169;2.37867;0.0704584;2.90576;0.0686136;0.633679;0.0343522;3;3;13;0
1942;1904;1905;15.7608;15.0776;1.04531;136;8.629;1.27084;0.302436;1.84553;0.139976;2.36563;0.257307;0.545134;0.141747;3;3;12;0
1943;1904;1917;3.33701;3.16228;1.05526;56;16.7815;2.16338;0.373393;2.88946;0.201372;3.62586;0.101222;0.599995;0.11973;3;3;2;0
1944;1906;1977;30.8825;29.8812;1.03351;663;21.4685;2.16622;0.215041;2.77266;0.129653;3.34514;0.166488;0.64963;0.0759586;3;3;25;0
1945;1907;2003;35.9487;34.2759;1.0488;2174;60.4751;3.908;0.261163;4.64365;0.143217;5.39268;0.258052;0.726917;0.0658582;3;4;31;0
1946;1908;1997;36.5582;34.9046;1.04738;320;8.75315;1.30461;0.258025;1.82944;0.128418;2.28295;0.25065;0.580959;0.138356;3;3;30;0
1947;1910;1912;21.051;19.9638;1.05446;427;20.2841;1.85932;0.210572;2.68413;0.13287;3.47451;0.22651;0.540045;0.0904;3;3;18;0
1948;1910;1963;25.6194;25.3465;1.01077;374;14.5983;1.75447;0.123481;2.35052;0.0647916;2.86062;0.0973267;0.614066;0.0484232;3;3;18;0
1949;1911;1976;30.0206;29.4109;1.02073;432;14.3901;1.80985;0.115012;2.31922;0.0738858;2.82808;0.144708;0.64239;0.0622526;3;3;23;0
1950;1913;1939;11.2774;10.3441;1.09022;103;9.13333;1.42613;0.127914;1.88061;0.148181;2.36584;0.341559;0.615493;0.106974;3;3;8;0
1951;1914;1934;25.1477;24.7588;1.01571;215;8.54948;1.26214;0.228425;1.8817;0.0622772;2.37393;0.182203;0.539246;0.122976;3;3;17;0
1952;1914;1946;18.9644;18.5173;1.02415;172;9.06964;1.45238;0.165546;1.91938;0.113668;2.34091;0.227777;0.622731;0.0648474;3;3;13;0
1953;1915;2024;40.3857;39.4585;1.0235;566;14.0148;1.65826;0.131213;2.25729;0.0991678;2.74334;0.150383;0.606034;0.0548506;3;4;35;0
1954;1916;2022;40.4158;39.2726;1.02911;2487;61.5353;4.00305;0.201398;4.66632;0.130645;5.3367;0.186888;0.751326;0.0508233;3;3;35;0
1955;1917;1962;21.5748;21.1187;1.0216;450;20.8576;2.14953;0.258652;2.82128;0.100162;3.44057;0.19838;0.630074;0.104767;3;3;16;0
1956;1918;1921;3.84537;3.74166;1.02772;28;7.28148;1.35099;0.160658;1.89541;0.075451;2.3453;0.179934;0.584741;0.113364;3;3;2;0
1957;1918;1996;34.4502;33.6601;1.02347;302;8.76628;1.40132;0.156319;1.86914;0.0808652;2.32857;0.2407;0.609219;0.0988028;3;3;27;0
1958;1919;2000;47.7169;43.2884;1.1023;3048;63.8768;3.98762;0.243036;4.74519;0.102452;5.46898;0.178262;0.730556;0.057914;3;3;35;0
1959;1919;1924;18.2722;16.4215;1.1127;323;17.6771;1.9514;0.453329;2.62436;0.507624;3.28943;0.77943;0.605801;0.110527;3;3;12;0
1960;1920;1929;8.03449;7.83156;1.02591;193;24.0214;2.44234;1.52841;3.98485;1.30819;5.43444;1.11787;0.423123;0.22764;3;3;4;0
1961;1920;1944;19.2512;19.0963;1.00811;171;8.88257;1.52835;0.0977744;1.93839;0.112171;2.43801;0.39363;0.642398;0.101138;3;3;12;0
1962;1920;1922;8.67179;7.34847;1.18008;228;26.2921;2.39584;1.38164;3.67218;1.17609;4.89046;1.09636;0.464767;0.196459;3;3;5;0
1963;1922;1929;3.33178;3.16228;1.0536;208;62.4291;4.99429;0.141673;5.74373;0.0417826;6.45031;0.00328231;0.774283;0.0223577;3;3;2;0
1964;1923;1972;24.0448;23.6948;1.01477;219;9.108;1.49808;0.167115;1.94479;0.126248;2.34438;0.228101;0.643468;0.0856116;3;3;16;0
1965;1925;2020;42.6076;39.6947;1.07338;1770;41.5419;3.26787;0.171682;3.8332;0.0436783;4.30267;0.177989;0.761442;0.0581242;3;3;30;0
1966;1926;1989;24.766;24.4245;1.01398;368;14.8591;1.7391;0.207128;2.32626;0.129398;2.88343;0.190819;0.604383;0.0681047;3;3;21;0
1967;1927;1962;38.738;37.6962;1.02764;378;9.75786;1.4337;0.246145;2.05164;0.478573;2.71426;1.32332;0.590073;0.172064;3;3;28;0
1968;1927;1932;6.75574;6.64998;1.0159;57;8.43726;1.16611;0.23313;1.91147;0.0994049;2.60049;0.233995;0.455133;0.112072;3;3;4;0
1969;1928;1997;38.0231;37.3497;1.01803;340;8.94192;1.42737;0.110869;1.85962;0.0506185;2.30831;0.1704;0.622304;0.0698729;3;3;29;0
1970;1929;2017;31.5328;30.8221;1.02306;2740;86.8937;4.74297;0.233031;5.61504;0.160247;6.47336;0.166674;0.733625;0.0482244;3;3;28;0
1971;1931;1973;33.8667;32.973;1.0271;550;16.2401;1.76511;0.146485;2.56538;0.614581;3.59195;1.88648;0.57437;0.170161;3;3;28;0
1972;1933;1941;27.6984;27.311;1.01419;998;36.0309;2.82887;0.23828;3.60348;0.127749;4.28776;0.144845;0.660508;0.0593885;3;3;23;0
1973;1935;1980;21.0119;17.8668;1.17603;126;5.9966;0.778772;0.265842;1.53258;0.375052;2.09835;0.584135;0.38372;0.142332;3;3;17;0
1974;1935;1953;8.53613;8.45248;1.0099;235;27.53;2.63526;0.173613;3.32434;0.0849901;4.07025;0.0973954;0.64847;0.0544444;3;3;5;0
1975;1936;1956;11.9989;11.5902;1.03526;123;10.2509;1.52525;0.0648958;1.97981;0.204548;2.40588;0.332377;0.642767;0.0683493;3;3;8;0
1976;1936;1975;19.5746;19.2614;1.01626;403;20.5879;2.26482;0.207021;2.8589;0.0675765;3.49007;0.19359;0.653185;0.0885304;3;3;13;0
1977;1937;1981;21.8338;21.5742;1.01203;331;15.16;1.68083;0.170835;2.41799;0.048142;2.98812;0.165738;0.565517;0.0750281;3;3;14;0
1978;1938;1992;24.9141;24.3903;1.02147;232;9.31201;1.48178;0.150287;1.97389;0.193547;2.6576;0.843282;0.594208;0.133842;3;3;17;0
1979;1938;1942;10.3877;10.0995;1.02853;144;13.8626;1.53514;0.0665893;2.28036;0.0845965;2.96392;0.272904;0.522714;0.056358;3;3;9;0
1980;1939;1966;13.0625;12.0668;1.08251;102;7.80863;1.56354;0.0831627;1.95121;0.220771;2.42233;0.442516;0.663432;0.105886;3;2;8;0
1981;1939;1952;6.64887;6.33334;1.04982;61;9.1745;1.46303;0.145635;2.059;0.130708;2.49401;0.236423;0.586456;0.0156986;3;3;3;0
1982;1940;2012;25.4511;24.1868;1.05227;1756;68.995;4.49323;0.152224;5.11807;0.146559;5.78586;0.199175;0.777487;0.0370607;3;3;23;0
1983;1942;1983;19.752;19.2354;1.02686;277;14.0239;1.7983;0.110629;2.34845;0.0681958;2.83242;0.128643;0.636572;0.0528929;3;3;14;0
1984;1943;1949;24.0494;23.2212;1.03567;323;13.4307;1.62438;0.0929694;2.22111;0.0980203;2.7101;0.147192;0.600309;0.0358576;3;3;20;0
1985;1943;1964;21.6183;21.242;1.01772;179;8.28001;1.3872;0.198912;1.84688;0.0845966;2.26357;0.134161;0.615287;0.0944897;3;3;17;0
1986;1945;2065;48.7224;43.9858;1.10768;3188;65.4319;4.04186;0.249882;4.7783;0.130178;5.48789;0.208792;0.738154;0.0605912;4;3;42;0
1987;1945;1970;14.9289;13.8594;1.07717;177;11.8562;1.47849;0.287267;2.28761;0.464735;3.37587;1.03454;0.46858;0.118385;4;3;10;0
1988;1946;1990;37.524;36.8088;1.01943;325;8.66113;1.38526;0.158761;1.82667;0.0903586;2.23646;0.195936;0.62405;0.0894763;3;3;32;0
1989;1946;1950;16.3331;15.6063;1.04657;225;13.7757;1.63034;0.194986;2.31779;0.066979;2.858;0.11175;0.572591;0.0795574;3;3;12;0
1990;1947;1949;21.3241;20.9576;1.01749;269;12.6148;1.52745;0.0363872;2.14702;0.0851537;2.68863;0.101343;0.568964;0.0264004;3;3;19;0
1991;1948;2027;31.5449;30.348;1.03944;276;8.74942;1.36373;0.193221;1.86611;0.0614066;2.29415;0.132283;0.598173;0.101146;3;3;24;0
1992;1950;1991;33.0975;32.7007;1.01214;489;14.7745;1.87461;0.101214;2.3533;0.109118;2.78026;0.173031;0.676314;0.0482929;3;3;23;0
1993;1951;1969;25.898;25.5864;1.01218;218;8.41763;1.35283;0.198044;1.85249;0.0663117;2.26886;0.165147;0.602642;0.114022;3;3;20;0
1994;1952;1966;10.9017;10.7862;1.01071;53;4.86161;1.06881;0.172549;1.62152;0.241017;2.15212;0.476025;0.510665;0.103995;3;2;6;0
1995;1952;1971;9.32132;9.1954;1.01369;47;5.04221;1.03412;0.313679;1.62213;0.154917;2.042;0.425346;0.545317;0.234108;3;3;5;0
1996;1954;1972;9.21342;8.41955;1.09429;83;9.0086;1.25166;0.231447;1.93908;0.0627476;2.5431;0.143843;0.493374;0.0915104;3;3;6;0
1997;1955;1961;17.1232;16.7133;1.02453;245;14.3081;1.68123;0.148035;2.32201;0.0704517;2.84012;0.0594949;0.59288;0.060386;3;3;12;0
1998;1955;1995;31.9362;30.7679;1.03797;276;8.64223;1.22997;0.238515;1.80441;0.138729;2.29504;0.289679;0.544073;0.12211;3;3;26;0
1999;1956;2023;24.7752;23.2737;1.06451;218;8.79914;1.32571;0.226732;1.822;0.102836;2.31816;0.241736;0.581219;0.12908;3;3;21;0
